S.No.,Discom,Zone,Circle,Division,DistributionSub-StationName,NameIncomingFeeder,NameOutgoingFeeder,FeederCode,FeederVoltage,CategoryFeeder,SupplyArea,ProjectArea,MeterMakeType,MeterSlNo,OverallMF,MappedEDD,Status
1242,MADHYANCHAL,AYODHYA,EDC BARABANKI,EDD FATEHPUR,UPSIDC-II_324524,INC-1,C.P.MILK_32451220223CMK,32451220223CMK,11,INDEPENDENT,OTHERS,RURAL,SECURE,X1084972,1,EDD FATEHPUR,Active
1243,MADHYANCHAL,AYODHYA,EDC BARABANKI,EDD FATEHPUR,FATEHPUR OLD_324524,INC-1,BSNL_32451210219BSL,32451210219BSL,11,INDEPENDENT,OTHERS,RURAL,SECURE,X0382738,0.02,EDD FATEHPUR,Active
1244,MADHYANCHAL,AYODHYA,EDC BARABANKI,EDD FATEHPUR,FATEHPUR OLD_324524,INC-2,BELEHARA NEW_32451210219BAW,32451210219BAW,11,OTHER,OTHERS,RURAL,LNT,14073774,1,EDD FATEHPUR,Active
1245,MADHYANCHAL,AYODHYA,EDC BARABANKI,RAMSNEHI GHAT,RAM SANEHI GHAT_324521,INC-1,CHAURI ALDASPUR_32452110421CAR,32452110421CAR,11,OTHER,OTHERS,RURAL,SECURE,X0382776,0.04,RAMSNEHI GHAT,Active
1246,MADHYANCHAL,AYODHYA,EDC BARABANKI,EDD BARABANKI,DEWA_30199,INC-2,DEWA MELA_32452230199DAA,32452230199DAA,11,OTHER,TEHSIL HQ,IPDS,SECURE,XC409386,1,EDD BARABANKI,Active
1247,MADHYANCHAL,AYODHYA,EDC BARABANKI,EDD BARABANKI,CHANDAULI_30198,INC-1,AGRWAL FOUNDARY_32452230198AFY,32452230198AFY,11,OTHER,OTHERS,URBAN,SECURE,X0080472,0.04,EDD BARABANKI,Active
1248,MADHYANCHAL,AYODHYA,EDC BARABANKI,EDD BARABANKI,PALHARI_30171,INC-1,PAC_32452220171PAC,32452220171PAC,11,MIXED ABOVE 50%,DISTRICT HQ,URBAN,HPL,430414,0.04,EDD BARABANKI,Active
1249,MADHYANCHAL,AYODHYA,EDC SULTANPUR,EDD I SULTANPUR,FARIDIPUR_324841,INC-2,CHANDPUR_32484110736CDR,32484110736CDR,11,MIXED ABOVE 25%,OTHERS,RURAL,SECURE,10024764,0.04,EDD I SULTANPUR,Active
1250,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD III AYODHYA MILKIPUR,KHADBADIYA_324613,INC-1,REWANA_32462310899RWA,32462310899RWA,11,SUBSTATION,DISTRICT HQ,RURAL,SECURE,X0332154,1,EDD III AYODHYA MILKIPUR,Active
1251,MADHYANCHAL,AYODHYA,EDC AMBEDKAR NAGAR,EDD AMBEDKARNAGAR,JAMUNIPUR_324731,INC-1,DALLAPUR_3247311074IDLP,3247311074IDLP,11,OTHER,OTHERS,RURAL,LNT,16037073,1,EDD AMBEDKARNAGAR,Active
1252,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD II AYODHYA,TANDAULI_324612,INC-1,JAMUNIPUR_32462240914JNR,32462240914JNR,11,SUBSTATION,DISTRICT HQ,RURAL,SECURE,XC480333,1,EDD II AYODHYA,Active
1253,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD II AYODHYA,RASULABAD_324612,INC-1,RASULABAD_32462220593RUD,32462220593RUD,11,SUBSTATION,DISTRICT HQ,RURAL,SECURE,X0382665,0.04,EDD II AYODHYA,Active
1254,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD II AYODHYA,HAIDERGANJ_324612,INC-2,TARUN_32462210584TAN,32462210584TAN,11,SUBSTATION,DISTRICT HQ,RURAL,SECURE,X1071145,0.06,EDD II AYODHYA,Active
1255,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD I AYODHYA,NIYAVA_30046,INC-1,DOOR DARSHAN_32461120046DOD,32461120046DOD,11,SUBSTATION,DISTRICT HQ,URBAN,SECURE,X1378541,1,EDD I AYODHYA,Active
1256,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD I AYODHYA,WW AMANIGANJ_30485,INC-1,AWADHPURI_32461130485ADI,32461130485ADI,11,SUBSTATION,DISTRICT HQ,URBAN,SECURE,X1378611,2,EDD I AYODHYA,Active
1257,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD I AYODHYA,WW AMANIGANJ_30485,INC-2,ALL INDIA_32461130485AIA,32461130485AIA,11,SUBSTATION,DISTRICT HQ,URBAN,SECURE,X1378614,2,EDD I AYODHYA,Active
1258,MADHYANCHAL,SITAPUR,EDC GOLA,EDD PALIA,DUDHWA_332273,INC-1,DUDHWA PARK_33227130897DUD,33227130897DUD,11,OTHER,OTHERS,URBAN,SECURE,XD451787,0.02,EDD PALIA,Active
1259,MADHYANCHAL,SITAPUR,EDC GOLA,EDD PALIA,SAMPURNANAGAR_332273,I/C-III,KABEERGANJ II_33227140339KRI,33227140339KRI,11,OTHER,OTHERS,RURAL,LNT,14070048,2,EDD PALIA,Active
1260,MADHYANCHAL,SITAPUR,EDC GOLA,EDD MOHAMMADI,BASTAULI_332272,INC-1,AMEER NAGAR_33227230343ARR,33227230343ARR,11,OTHER,OTHERS,RURAL,LNT,UPP43478,1,EDD MOHAMMADI,Active
1261,MADHYANCHAL,SITAPUR,EDC GOLA,EDD MOHAMMADI,GOKAN_332272,INC-2,SAHEJNA_33227220835SHJ,33227220835SHJ,11,OTHER,OTHERS,RURAL,SECURE,XD451788,0.04,EDD MOHAMMADI,Active
1262,MADHYANCHAL,SITAPUR,EDC GOLA,EDD MOHAMMADI,AURANGABAD_332272,INC-2,AURANGABAD_33227240806AGB,33227240806AGB,11,OTHER,OTHERS,RURAL,SECURE,X2142541,2,EDD MOHAMMADI,Active
1263,MADHYANCHAL,RAEBARELI,EDC II RAEBARELI,EDD UNCHAHAR,RASOOLPUR _332752,INC-1,BARAHMJEETPUR_33271230281BJT,33271230281BJT,11,MIXED ABOVE 50%,OTHERS,RURAL,LNT,15077925,1,EDD UNCHAHAR,Active
1264,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD IV UNNAO BANGARMAU,F-84 II_332544,INC-1,F-84_33254220376F84,33254220376F84,11,OTHER,OTHERS,RURAL,SECURE,XC480103,0.06,EDD IV UNNAO BANGARMAU,Active
1265,MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,PACHPEDWA IPDS_355133,INC-1,NEW BAZAR_35513120786NWB,35513120786NWB,11,OTHER,OTHERS,IPDS,SECURE/DLMS,X0883250,60,EDD TULSIPUR,Active
1266,MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,GAIDAS BUJURG_355133,INC-1,HUSAINABAD_35513130187HID,35513130187HID,11,OTHER,OTHERS,RURAL,SECURE/DLMS,14036800,2,EDD TULSIPUR,Active
1267,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD BISAULI,ISLAMNAGAR TAHSIL_341813,INC-1,OLD TANKI MOHALLA_,334181120447PTM,11,OTHER,OTHERS,IPDS,SECURE,XC479386,0.06,EDD BISAULI,Active
1268,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD UJHANI,SAHASWAN NEW_30002,INC-2,TOWN-2_34181420002TO2,34181420002TO2,11,OTHER,TEHSIL HQ,URBAN,HPL,352276,0.04,EDD UJHANI,Active
1269,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD BISAULI,MUNDIA_341813,INC-3,NASROL_34181110206NRL,34181110206NRL,11,OTHER,OTHERS,RURAL,SECURE,X1677881,1,EDD BISAULI,Active
