S.No.,Discom,Zone,Circle,Division,DistributionSub-StationName,NameIncomingFeeder,NameOutgoingFeeder,FeederCode,FeederVoltage,CategoryFeeder,SupplyArea,ProjectArea,MeterMakeType,MeterSlNo,OverallMF,MappedEDD,Status
2804,PASCHIMANCHAL,MUZAFFARNAGAR,EDC SHAMLI,EDD III SHAMLI,KAIDI_137452,INC-1,KAIDI TOWN_13745290672KIV,13745290672KIV,11,OTHER,OTHERS,RURAL,LNT,15077366,1,EDD III SHAMLI,Active
2805,PASCHIMANCHAL,SAHARANPUR,EDC II SAHARANPUR,EDD NAKUR,KALSI_130161,INC-2,KALSI PTW_13016190878KLS,13016190878KLS,11,OTHER,OTHERS,RURAL,LNT,15077205,1,EDD NAKUR,Active
2806,PASCHIMANCHAL,SAHARANPUR,EDC II SAHARANPUR,EDD NAKUR,SUB STATION TABAR_130161,INC-2,KANESHPUR_13016190894KAN,13016190894KAN,11,OTHER,OTHERS,RURAL,GENUS,UMV89324,1,EDD NAKUR,Active
2807,PASCHIMANCHAL,SAHARANPUR,EDC II SAHARANPUR,EDD NAKUR,SUB STATION KHEDA_130161,INC-1,RANDEWA PTW_13016190896RAN,13016190896RAN,11,OTHER,OTHERS,RURAL,LANDIS,4006798,0.03,EDD NAKUR,Active
2808,PASCHIMANCHAL,SAHARANPUR,EDC II SAHARANPUR,EDD NAKUR,GANGOH-I/II_10287,INC-1,GANGOH-II_13016110287G2N,13016110287G2N,11,OTHER,OTHERS,URBAN,SECURE,X1327712,0.06,EDD NAKUR,Active
2809,PASCHIMANCHAL,SAHARANPUR,EDC II SAHARANPUR,EDD NAKUR,SUB STATION NAKUR_130161,INC-1,SIRSKA PTW_13016190889SIR,13016190889SIR,11,OTHER,OTHERS,RURAL,GENUS,X2307004,0.08,EDD NAKUR,Active
2810,PASCHIMANCHAL,SAHARANPUR,EDC II SAHARANPUR,EDD NAKUR,SUB STATION NAKUR_130161,INC-1,JAINPUR PTW_13016190889JAI,13016190889JAI,11,OTHER,OTHERS,RURAL,GENUS,8473030,0.06,EDD NAKUR,Active
2811,PASCHIMANCHAL,SAHARANPUR,EDC II SAHARANPUR,EDD NAKUR,TITRON_10873,INC-1,FETEHPUR_13016190873FAT,13016190873FAT,11,OTHER,OTHERS,RURAL,SECURE,X0549130,0.04,EDD NAKUR,Active
2812,PASCHIMANCHAL,SAHARANPUR,EDC I SAHARANPUR,EDD DEOBANDH,BEERPUR_130143,INC-1,FALODA PTW_13014390824FAL,13014390824FAL,11,OTHER,OTHERS,RURAL,LANDIS,U238407,0.03,EDD DEOBANDH,Active
2813,PASCHIMANCHAL,SAHARANPUR,EDC I SAHARANPUR,EDD DEOBANDH,MERAGPUR_130143,INC-1,MERAGPUR_13014391471MGR,13014391471MGR,11,OTHER,OTHERS,RURAL,SECURE,XC408597,1,EDD DEOBANDH,Active
2814,PASCHIMANCHAL,SAHARANPUR,EDC I SAHARANPUR,EDD DEOBANDH,CHANDENA KOLI_130143,INC-2,DAULATPUR PTW_13014390826DLP,13014390826DLP,11,OTHER,OTHERS,RURAL,SECURE,HRT76197,0.08,EDD DEOBANDH,Active
2815,PASCHIMANCHAL,SAHARANPUR,EDC I SAHARANPUR,EDD DEOBANDH,KURDHEE_130143,INC-2,KHEDA MAHESVARI_13014390831KHE,13014390831KHE,11,OTHER,OTHERS,RURAL,LNT,HRT7201,1,EDD DEOBANDH,Active
2816,PASCHIMANCHAL,MUZAFFARNAGAR,EDC SHAMLI,EDD I SHAMLI,OON_137454,INC-2,PURANI SHAMLI SHAMLA PTW_13745490645OSS,13745490645OSS,11,AGRICULTURE,OTHERS,RURAL,SECURE TVM,PVV01085,2,EDD I SHAMLI,Active
2817,PASCHIMANCHAL,MUZAFFARNAGAR,EDC SHAMLI,EDD I SHAMLI,GARHI ABDULLA_137454,INC-2,MANAKPUR PTW_13745490633MAN,13745490633MAN,11,AGRICULTURE,OTHERS,RURAL,LNT TVM,15035757,2,EDD I SHAMLI,Active
2818,PASCHIMANCHAL,MUZAFFARNAGAR,EDC I MUZAFFARNAGAR,EDD I MUZAFFARNAGAR,KINONI_130261,INC-2,KINONI TOWN_13022190602KIN,13022190602KIN,11,MIXED ABOVE 25%,OTHERS,RURAL,LNT DLMS,15077940,1,EDD I MUZAFFARNAGAR,Active
2819,PASCHIMANCHAL,MUZAFFARNAGAR,EDC I MUZAFFARNAGAR,EDD I MUZAFFARNAGAR,ALAWALPUR MAZRA_130261,INC-1,BHANEDA JAT PTW_13022190579BHA,13022190579BHA,11,AGRICULTURE,OTHERS,RURAL,SECURE,PVV00326,1,EDD I MUZAFFARNAGAR,Active
2820,PASCHIMANCHAL,MUZAFFARNAGAR,EDC I MUZAFFARNAGAR,EDD I MUZAFFARNAGAR,BAGHRA_130261,INC-1,TITAVI_13022190588TIT,13022190588TIT,11,MIXED ABOVE 25%,OTHERS,RURAL,SECURE,UPP59016,2,EDD I MUZAFFARNAGAR,Active
2821,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD III MUZAFFARNAGAR,MAHAVEER CHOWK_10250,INC-1,ARYA SAMAJ_13021310250ARY,13021310250ARY,11,OTHER,OTHERS,URBAN,SECURE,SS17061447,1,EUDD III MUZAFFARNAGAR,Active
2822,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD II MUZAFFARNAGAR,MEERAPUR_130212,INC-2,DEWAL J PTW_13021210616DEW,13021210616DEW,11,AGRICULTURE,OTHERS,RURAL,SECURE,XC479497,0.04,EUDD II MUZAFFARNAGAR,Active
2823,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD II MUZAFFARNAGAR,RAMRAJ_130212,INC-2,PUTTHI TOWN_13021210620PUT,13021210620PUT,11,OTHER,OTHERS,RURAL,SECURE,X0456652,0.04,EUDD II MUZAFFARNAGAR,Active
2824,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD II MUZAFFARNAGAR,JANSATH RURAL_130212,INC-2,ROLLING MILL_13021210613RML,13021210613RML,11,INDUSTRIAL ABOVE 75%,OTHERS,RURAL,SECURE,UMV89863,1,EUDD II MUZAFFARNAGAR,Active
2825,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD II MUZAFFARNAGAR,JANSATH RURAL_130212,INC-2,KUTUBPUR PTW_13021210613KUT,13021210613KUT,11,AGRICULTURE,OTHERS,RURAL,SECURE,X0290319,0.06,EUDD II MUZAFFARNAGAR,Active
2826,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD I MUZAFFARNAGAR,GANDHI COLONY_10255,INC-2,GANDHI VATIKA_13021130255GNV,13021130255GNV,11,Other,OTHERS,URBAN,LNT,13084849,1,EUDD I MUZAFFARNAGAR,Active
2827,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD I MUZAFFARNAGAR,JANSATH ROAD_10259,INC-2,ALMASPUR_13021120259ALM,13021120259ALM,11,OTHER,OTHERS,URBAN,LNT,13540373,0.08,EUDD I MUZAFFARNAGAR,Active
2828,PASCHIMANCHAL,MEERUT-II,EDC II MEERUT,EDD II MAWANA,AGWANPRUR_110743,INC-2,KHADAR TOWN_11074391038KHT,11074391038KHT,11,MIXED ABOVE 25%,OTHERS,RURAL,SECURE,X0456625,0.04,EDD II MAWANA,Active
2829,PASCHIMANCHAL,MEERUT-II,EDC I MEERUT,EDD IV MEERUT,BIJOLI_110725,INC-1,SUB-STATION_11072591003SUB,11072591003SUB,11,SUBSTATION,OTHERS,RURAL,LNT,13002465,1,EDD IV MEERUT,Active
2830,PASCHIMANCHAL,BULANDSHAHAR,EDC II BULANDSHAHAR,EDD V BULANDSHAHAR,MADHOPURA_161123,INC-2,AKHTIYARPUR TOWN_16112391139AKH,16112391139AKH,11,OTHER,OTHERS,RURAL,SECURE,XF468354,0.04,EDD V BULANDSHAHAR,Active
2831,PASCHIMANCHAL,BULANDSHAHAR,EDC II BULANDSHAHAR,EDD V BULANDSHAHAR,CHANDERU_161123,INC-2,SARAY DULHA_16112391134SAR,16112391134SAR,11,OTHER,OTHERS,RURAL,SECURE,HRT79345,1,EDD V BULANDSHAHAR,Active
2832,PASCHIMANCHAL,BULANDSHAHAR,EDC III BULANDSHAHAR,EDD JAHANGIRABAD,KARETHA_161133,INC-2,DABKORA_16113311389DAB,16113311389DAB,11,MIXED ABOVE 25%,OTHERS,RURAL,SECURE,HRT81603,1,EDD JAHANGIRABAD,Active
2833,PASCHIMANCHAL,BULANDSHAHAR,EDC III BULANDSHAHAR,EDD JAHANGIRABAD,SUBSTATION JHANGIRABAD TOWN_10485,INC-2,TOWN-2_16113310485TO2,16113310485TO2,11,MIXED ABOVE 50%,OTHERS,URBAN,LNT,15077931,2,EDD JAHANGIRABAD,Active
2834,PASCHIMANCHAL,BULANDSHAHAR,EDC III BULANDSHAHAR,EDD JAHANGIRABAD,RAGHANATHPUR_161133,INC-1,DALNA_16113391103DAL,16113391103DAL,11,MIXED ABOVE 50%,OTHERS,RURAL,SECURE,XC407522,1,EDD JAHANGIRABAD,Active
2835,PASCHIMANCHAL,BULANDSHAHAR,EDC II BULANDSHAHAR,EDD SIANA,NAYABAANSH_161122,INC-1,CHINGRAWATI_16112291094CHA,16112291094CHA,11,OTHER,OTHERS,RURAL,SECURE,XD451614,0.04,EDD SIANA,Active
2836,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD II BARAUT,BARAUT_10187,INC-2,FEEDER 4_11083210187FD4,11083210187FD4,11,OTHER,TEHSIL HQ,TEHSIL,HPL,335574,0.08,EDD II BARAUT,Active
2837,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD II BARAUT,GANGNAULI_110832,INC-1,GANGNAULI-2 PTW_11083290779GA2,11083290779GA2,11,AGRICULTURE,OTHERS,RURAL,HPL,620213,1,EDD II BARAUT,Active
2838,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD II BARAUT,KAMALA_110832,INC-2,KAMALA TOWN_11083290776KLA,11083290776KLA,11,OTHER,OTHERS,RURAL,SECURE,XC459924,1,EDD II BARAUT,Active
2839,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD II BARAUT,KAMALA_110832,INC-2,GAWDI PTW_11083290776GAW,11083290776GAW,11,AGRICULTURE,OTHERS,RURAL,SECURE,UPP41750,1,EDD II BARAUT,Active
2840,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BAGHPAT,TATIRI_10739,INC-2,MEHNVA TOWN_11083390739MTW,11083390739MTW,11,OTHER,OTHERS,RURAL,SECURE,UPP42290,1,EDD I BAGHPAT,Active
2841,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BAGHPAT,BALI_110833,INC-1,BALI PTW_11083390726BAL,11083390726BAL,11,AGRICULTURE,OTHERS,RURAL,SECURE,UO239229,0.04,EDD I BAGHPAT,Active
2842,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BAGHPAT,SINGHAULI_110833,INC-2,NAWADA TOWN_11083490728NAW,11083490728NAW,11,OTHER,OTHERS,RURAL,SECURE,UPP42164,1,EDD I BAGHPAT,Active
2843,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BAGHPAT,SINGHAULI_110833,INC-2,SINGHWALI PTW_11083490728SIN,11083490728SIN,11,AGRICULTURE,OTHERS,RURAL,SECURE,UMV91053,1,EDD I BAGHPAT,Active
2844,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BARAUT,SABKA_110831,INC-1,SABKA MANDI TOWN_11083190759SDI,11083190759SDI,11,OTHER,OTHERS,RURAL,SECURE,XC459364,1,EDD I BARAUT,Active
2845,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BARAUT,ASARA_110831,INC-1,RAILWAY ROAD PTW_11083190756RAI,11083190756RAI,11,AGRICULTURE,OTHERS,RURAL,SECURE,AP904533,1,EDD I BARAUT,Active
2846,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BARAUT,KOTANA ROAD_10188,INC-2,BADOLI PTW_11083190740BAD,11083190740BAD,11,AGRICULTURE,OTHERS,RURAL,SECURE,XC459930,1,EDD I BARAUT,Active
2847,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BARAUT,TUGANA_110831,INC-2,LOOMB PTW_11083190748LOO,11083190748LOO,11,AGRICULTURE,OTHERS,RURAL,HPL,620013,0.04,EDD I BARAUT,Active
2848,PASCHIMANCHAL,MEERUT-II,EDC BAGHPAT,EDD I BARAUT,CHAPRAULI_110831,INC-1,RATHORA PTW_11083190746RAT,11083190746RAT,11,AGRICULTURE,OTHERS,RURAL,LNT,16043082,2,EDD I BARAUT,Active
2849,PASCHIMANCHAL,MEERUT-II,EDC I MEERUT,EDD III MEERUT,KHEWAI_110724,INC-1,KHEWAI TOWN_11072491344KHT,11072491344KHT,11,MIXED ABOVE 25%,OTHERS,RURAL,SECURE,XC433596,1,EDD III MEERUT,Active
2850,PASCHIMANCHAL,MEERUT-II,EDC I MEERUT,EDD III MEERUT,MALIYANA_10023,INC-1,PEPLA_11072410023PEP,11072410023PEP,11,MIXED ABOVE 25%,OTHERS,RURAL,LNT,U0238214,0.06,EDD III MEERUT,Active
2851,PASCHIMANCHAL,MEERUT-II,EDC I MEERUT,EDD III MEERUT,RAGHUNATHPUR_10992,INC-2,UKHLINA PTW_11072490992UKH,11072490992UKH,11,AGRICULTURE,OTHERS,RURAL,LNT,16043044,2,EDD III MEERUT,Active
2852,PASCHIMANCHAL,MEERUT-II,EDC II MEERUT,EDD I MAWANA,HASTINAPUR ROAD MAWANA_10379,INC-1,PAKKA TALAB_11074110379PAT,11074110379PAT,11,OTHER,OTHERS,URBAN,LNT,14016334,2,EDD I MAWANA,Active
