S.No.,Discom,Zone,Circle,Division,DistributionSub-StationName,NameIncomingFeeder,NameOutgoingFeeder,FeederCode,FeederVoltage,CategoryFeeder,SupplyArea,ProjectArea,MeterMakeType,MeterSlNo,OverallMF,MappedEDD,Status
91,KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,NAMAK FACTORY,INC-1,NAMAK FACTORY SUBSTATION FEEDER,51334320095O33,11,SUBSTATION,DISTRICT HQ,IPDS,SECURE,UPP51388,1,SARVODAYA NAGAR,Active
92,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,SINGHPUR,INC-1,SINGHPUR SUBSTATION,51334210089P50,11,SUBSTATION,DISTRICT HQ,IPDS,SECURE,XB455679,1,VIKAS NAGAR,Active
93,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,VIKAS NAGAR,INC-1,VIKAS NAGAR SUBSTATION,51334220086P46,11,SUBSTATION,DISTRICT HQ,IPDS,SECURE,UPP51415,1,VIKAS NAGAR,Active
94,KESCO,KESCO,CIRCLE IV,KALYANPUR,BARA SIROHI,INC-2,RATAN PROANAMA,51334110101I48,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,XC459454,0.04,KALYANPUR,Active
95,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,SINGHPUR,INC-2,GULMOHAR GREENS,51334210089P48,11,INDEPENDENT,OTHERS,RURAL,SECURE,X0370876,0.008,VIKAS NAGAR,Active
96,KESCO,KESCO,CIRCLE II,DADA NAGAR,ISPAT NAGAR,INC-1,NAMAMI GANGE,51332120039B71,11,INDEPENDENT,DISTRICT HQ,IPDS,SECURE,HRT95560,1,DADA NAGAR,Active
97,KESCO,KESCO,CIRCLE III,HANSPURAM,MANDI SAMITI,INC-2,ARRA,51333620072S51,11,OTHER,DISTRICT HQ,IPDS,LNT,17136640,1,HANSPURAM,Active
98,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,SINGHPUR,INC-2,15MLD-II,51334210089P59,11,INDEPENDENT,DISTRICT HQ,IPDS,SECURE,XB455703,1,VIKAS NAGAR,Active
99,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,KESA COLONY,KESA COLONY INCOMER NO. 1,KHYORA,51334220099P40,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,X0271149,1,VIKAS NAGAR,Active
100,KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,KOYLA NAGAR,INC-1,SWARAN JAYNTI VIAHR,51333110075C20,11,OTHER,DISTRICT HQ,IPDS,SECURE,X0271233,1,DAHELI SUJANPUR,Active
101,KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,KOYLA NAGAR,INC-1,KOYLA NAGAR CHAUKI FEEDER,51333110075C47,11,OTHER,DISTRICT HQ,IPDS,SECURE,X0271190,1,DAHELI SUJANPUR,Active
102,KESCO,KESCO,CIRCLE III,NAUBASTA,BUDHPUR MACHHARIYA,INC-1,ROAD SITE,51333510068K61,11,OTHER,DISTRICT HQ,IPDS,SECURE,UPP51421,2,NAUBASTA,Active
103,KESCO,KESCO,CIRCLE III,HARRIS GANJ,ROOMA HAL,INC-1,PATEL NAGAR,51333220055G27,11,OTHER,DISTRICT HQ,IPDS,SECURE,XB455647,2,HARRIS GANJ,Active
104,KESCO,KESCO,CIRCLE III,HARRIS GANJ,RING ROAD,INC-1,MES,51333220056G34,11,INDEPENDENT,DISTRICT HQ,IPDS,SECURE,XC461167,1,HARRIS GANJ,Active
105,KESCO,KESCO,CIRCLE III,HARRIS GANJ,HARISH GANJ,INC-3,TRIVENI NAGAR,51333210057G15,11,OTHER,DISTRICT HQ,IPDS,SECURE,UPP51386,1,HARRIS GANJ,Active
106,KESCO,KESCO,CIRCLE III,HARRIS GANJ,HARISH GANJ,INC-1,TAT MILL,51333210057G16,11,OTHER,DISTRICT HQ,IPDS,SECURE,XC461193,1,HARRIS GANJ,Active
107,KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,40 DUKAN,INC-1,HANUMAN MANDIR,51333420066J20,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,X2249886,1,KIDWAI NAGAR,Active
108,KESCO,KESCO,CIRCLE II,GOVIND NAGAR,VIDYUT COLONY,INC-2,VIDYUT COLONY,51332320047U38,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,UMV88104,1,GOVIND NAGAR,Active
