discomName,zoneName,circleName,divisionName,substationName,feederName,feederVoltage,meterMake,meterSLNo,overAllMF,status
KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,SINGHPUR,INC-2,11,SECUR,XB455586,1,Active
KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,SINGHPUR,INC-1,11,SECURE,XB455587,1,Active
KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,KESA COLONY,KESA COLONY INCOMER NO. 1,11,SECURE,X0271144,2,Active
KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,DAYANAND VIHAR,INC-2,11,LNT,17090476,2,Active
KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,DAYANAND VIHAR,INC-1,11,LNT,17090480,2,Active
KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,BITHOOR,BITHOOR INCOMER NO. 1,11,SECURE,X0271255,2,Active
KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,VIKAS NAGAR,INC-2,11,SECURE,UMP51337,2,Active
KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,VIKAS NAGAR,INC-1,11,SECURE,UPP51343,2,Active
KESCO,KESCO,CIRCLE III,HANSPURAM,MANDI SAMITI,INC-2,11,LNT,17136644,2,Active
KESCO,KESCO,CIRCLE III,HANSPURAM,MANDI SAMITI,INC-1,11,LNT,17136638,2,Active
KESCO,KESCO,CIRCLE III,HANSPURAM,HANSPURAM,INC-3,11,SECURE,XB455605,2,Active
KESCO,KESCO,CIRCLE III,HANSPURAM,HANSPURAM,INC-2,11,SECURE,X0051647,0.5,Active
KESCO,KESCO,CIRCLE III,HANSPURAM,HANSPURAM,INC-1,11,SECURE,X0051649,1,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,37 PAC,INC-2,11,SECURE,XC461177,2,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,37 PAC,INC-1,11,SECURE,XC460773,2,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,HIGHWAY CITY,INC-1,11,SECURE,X0271239,2,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,HIGHWAY CITY,INC-2,11,SECURE,X0251198,2,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,KOYLA NAGAR,INC-2,11,SECURE,X0271242,2,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,KOYLA NAGAR,INC-1,11,SECURE,X0271261,4,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,SUJAT GANJ,INC-2,11,SECURE,UPP51352,1,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,SUJAT GANJ,INC-1,11,SECURE,UPP51355,2,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,DELHI SUJANPUR,INC-3,11,LNT,17090515,1,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,DELHI SUJANPUR,INC-2,11,LNT,17090511,2,Active
KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,DELHI SUJANPUR,INC-1,11,LNT,17111285,2,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,BUDHPUR MACHHARIYA,INC-2,11,SECURE,UPP51367,2,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,BUDHPUR MACHHARIYA,INC-1,11,SECURE,UPP51367,1,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,K BLOCK,INC-2,11,SECURE,X0271258,4,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,K BLOCK,INC-1,11,SECURE,UPP51338,2,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,PASHUPATI NAGAR,INC-2,11,SECURE,XC461179,2,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,PASHUPATI NAGAR,INC-1,11,SECURE,XC461178,2,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,NAUBASTA,INC-3,11,LNT,17076584,2,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,NAUBASTA,INC-2,11,LNT,17090465,2,Active
KESCO,KESCO,CIRCLE III,NAUBASTA,NAUBASTA,INC-1,11,LNT,17090473,2,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,AHIRWA,INC-2,11,SECURE,XB455603,1,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,AHIRWA,INC-1,11,SECURE,XB455601,1.33,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,ROOMA HAL,INC-1,11,SECURE,XB455617,2,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,ROOMA UPSIDC,INC-2,11,SECURE,X0271251,1,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,ROOMA UPSIDC,INC-1,11,SECURE,X0271249,1,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,RING ROAD,INC-3,11,SECURE,XC461181,2,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,RING ROAD,INC-2,11,SECURE,XC461204,2,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,RING ROAD,INC-1,11,SECURE,XC460776,2,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,HARISH GANJ,INC-2,11,SECURE,XC460774,2,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,HARISH GANJ,INC-3,11,SECURE,UPP51457,2,Active
KESCO,KESCO,CIRCLE III,HARRIS GANJ,HARISH GANJ,INC-1,11,SECURE,XC461195,2,Active
KESCO,KESCO,CIRCLE III,JAJMAU,SANJAY NAGAR,INC-1,11,SECURE,X0271127,2,Active
KESCO,KESCO,CIRCLE III,JAJMAU,SANJAY NAGAR,INC-2,11,SECURE,X0271148,2,Active
KESCO,KESCO,CIRCLE III,JAJMAU,POKHARPUR,INC-3,11,SECURE,X1677929,2,Active
KESCO,KESCO,CIRCLE III,JAJMAU,POKHARPUR,INC-2,11,LNT,17090505,2,Active
KESCO,KESCO,CIRCLE III,JAJMAU,POKHARPUR,INC-1,11,LNT,17090500,2,Active
KESCO,KESCO,CIRCLE III,JAJMAU,WAZIDPUR,INC-1,11,SECURE,X0051653,1,Active
KESCO,KESCO,CIRCLE III,JAJMAU,CHABILEPURWA,INC-3,11,SECURE,UPP51345,2,Active
KESCO,KESCO,CIRCLE III,JAJMAU,CHABILEPURWA,INC-2,11,SECURE,X0057567,2,Active
KESCO,KESCO,CIRCLE III,JAJMAU,CHABILEPURWA,INC-1,11,SECURE,X0057461,2,Active
KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,PARAM PURWA SUBSTATION,INC-1,11,SECURE,X0271147,2,Active
KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,BABUPURWA,IC,11,,,0,InActive
KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,BABUPURWA,INC-2,11,SECURE,XB455616,2,Active
KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,BABUPURWA,INC-1,11,SECURE,XB455615,2,Active
KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,40 DUKAN,INC-1,11,SECURE,X2317614,1,Active
KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,HORSEMAN BAGH,INC-1,11,SECURE,17136626,2,Active
KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,H BLOCK,INC-2,11,SECURE,X0038703,0.12,Active
KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,H BLOCK,INC-1,11,SECURE,UPP51359,2,Active
KESCO,KESCO,CIRCLE II,PARAG DAIRY,PARAG DAIRY,INC-2,11,LNT,17087334,2,Active
KESCO,KESCO,CIRCLE II,PARAG DAIRY,PARAG DAIRY,INC-1,11,LNT,17136648,2,Active
KESCO,KESCO,CIRCLE II,PARAG DAIRY,GOVIND NAGAR,INC-1,11,SECURE,XB455594,2,Active
KESCO,KESCO,CIRCLE II,PARAG DAIRY,GOVIND NAGAR,INC-2,11,SECURE,XB455613,1,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,KARRAHI,INC-2,11,SECURE,XC460775,2,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,KARRAHI,INC-1,11,SECURE,XC479234,0.06,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,TATYA TOPE NAGAR,INC-2,11,SECURE,X0271224,2,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,TATYA TOPE NAGAR,INC-1,11,SECURE,X0271226,2,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,GUJAINI,INC-2,11,SECURE,X0271254,2,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,GUJAINI,INC-1,11,SECURE,X0271228,2,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,WORLD BANK BARRA,INC-3,11,SECURE,X0271111,2,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,WORLD BANK BARRA,INC-2,11,SECURE,X0271256,2,Active
KESCO,KESCO,CIRCLE II,WORLD BANK BARRA,WORLD BANK BARRA,INC-1,11,SECURE,X0271178,2,Active
KESCO,KESCO,CIRCLE II,GOVIND NAGAR,E BLOCK GUJAINI,INC-1,11,SECURE,X0051651,1,Active
KESCO,KESCO,CIRCLE II,GOVIND NAGAR,DABAULI,INC-1,11,SECURE,X0271205,2,Active
KESCO,KESCO,CIRCLE II,GOVIND NAGAR,DABAULI,INC-3,11,SECURE,X0271253,2,Active
KESCO,KESCO,CIRCLE II,GOVIND NAGAR,DABAULI,INC-2,11,SECURE,X0271112,2,Active
KESCO,KESCO,CIRCLE II,GOVIND NAGAR,VIDYUT COLONY,INC-3,11,L&T,17090494,2,Active
KESCO,KESCO,CIRCLE II,GOVIND NAGAR,VIDYUT COLONY,INC-2,11,SECURE,UPP51356,2,Active
KESCO,KESCO,CIRCLE II,GOVIND NAGAR,VIDYUT COLONY,INC-1,11,SECURE,UPP51353,1,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,ISPAT NAGAR,INC-1,11,SECURE,WBE13491,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,ISPAT NAGAR,INC-2,11,SECURE,X0271110,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,POLYMAR,INC-4,11,SECURE,X1329227,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,POLYMAR,INC-3,11,SECURE,X2317610,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,POLYMAR,INC-2,11,SECURE,X2317612,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,POLYMAR,INC-1,11,SECURE,X2220128,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,MEETA SARAI,INC-2,11,SECURE,HRB47440,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,MEETA SARAI,INC-1,11,SECURE,UPU09928,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,UDYOG KUNJ,INC-2,11,SECURE,HRH00130,3,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,UDYOG KUNJ,INC-1,11,SECURE,UPP51354,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,DADA NAGAR,INC-4,11,SECURE,X1672931,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,DADA NAGAR,INC-3,11,SECURE,X0271119,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,DADA NAGAR,INC-2,11,SECURE,UPP43126,2,Active
KESCO,KESCO,CIRCLE II,DADA NAGAR,DADA NAGAR,INC-1,11,SECURE,HRT95763,2,Active
KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,NAMAK FACTORY,INC-2,11,SECURE,X0271104,2,Active
KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,NAMAK FACTORY,INC-1,11,SECURE,UPP51346,2,Active
KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,RTO,INC-2,11,SECURE,UPP51344,1,Active
KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,RTO,INC-1,11,SWIFT ENCORE,PNL 13895,2,Active
KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,NAVEEN NAGAR,INC-2,11,SECURE,XC479249,0.12,Active
KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,NAVEEN NAGAR,INC-1,11,SECURE,X0271250,2,Active
KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,SARVODAYA NAGAR,INC-1,11,SECURE,X0370652,0.12,Active
KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,SARVODAYA NAGAR,INC-2,11,SECURE,WBE10057,2,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,SHATABDI NAGAR,INC-2,11,SECURE,XE472871,1,InActive
KESCO,KESCO,CIRCLE IV,RATANPUR,SHATABDI NAGAR,INC-1,11,SECURE,XE472870,1,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,JAWAHARPURAM,INC-2,11,SECURE,X0692059,0.08,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,JAWAHARPURAM,INC-1,11,SECURE,X0362158,0.08,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,B BLOCK PANKI,INC-2,11,SECURE,UPP51339,2,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,B BLOCK PANKI,INC-1,11,SECURE,UPP51341,2,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,SHASTRI NAGAR,INC-2,11,SECUE,X0271146,2,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,SHASTRI NAGAR,INC-1,11,SECURE,X0271252,2,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,RATANPUR,INC-2,11,SECURE,XC479244,0.12,Active
KESCO,KESCO,CIRCLE IV,RATANPUR,RATANPUR,INC-1,11,SECURE,X0271106,2,Active
KESCO,KESCO,CIRCLE II,GUMTI,GIRDHAR COLD STORAGE,INCOMING-1 (G-1),11,SECURE,WBE13420,1.66,Active
KESCO,KESCO,CIRCLE II,GUMTI,DARSHANPURWA,INCOMING-II (G-9),11,SECURE,X0271238,2,Active
KESCO,KESCO,CIRCLE II,GUMTI,DARSHANPURWA,INC-1,11,SECURE,X0271240,2,Active
KESCO,KESCO,CIRCLE II,GUMTI,FAZAL GANJ,INCOMING-III (G-4),11,SECURE,X0271177,2,Active
KESCO,KESCO,CIRCLE II,GUMTI,FAZAL GANJ,INC-2,11,SECURE,UPP51459,1,Active
KESCO,KESCO,CIRCLE II,GUMTI,FAZAL GANJ,INCOMING-IV (G-1),11,SECURE,UPP51455,1,Active
KESCO,KESCO,CIRCLE II,GUMTI,FAZAL GANJ,INC-1,11,SECURE,UPP51460,1,Active
KESCO,KESCO,CIRCLE II,GUMTI,KALPI ROAD,INC-1,11,SECURE,UPP51357,1,Active
KESCO,KESCO,CIRCLE I,ALOO MANDI,DEPUTY KA PADAO,INC-1,11,LNT,17136628,2,Active
KESCO,KESCO,CIRCLE I,ALOO MANDI,AFEEMKOTHI,INC-1,11,SECURE,X2317613,1,Active
KESCO,KESCO,CIRCLE I,ALOO MANDI,CHEENAPARK,INC-2,11,LNT,17087324,2,Active
KESCO,KESCO,CIRCLE I,ALOO MANDI,CHEENAPARK,INC-1,11,LNT,17087326,2,Active
KESCO,KESCO,CIRCLE I,ALOO MANDI,ALOOMANDI,INC-3,11,LNT,17087330,2,Active
KESCO,KESCO,CIRCLE I,ALOO MANDI,ALOOMANDI,INC-2,11,SECURE,UPP51456,2,Active
KESCO,KESCO,CIRCLE I,ALOO MANDI,ALOOMANDI,INC-1,11,SECURE,UPP51458,2,Active
KESCO,KESCO,CIRCLE I,ZAREEB CHOUKI,CHAMAN GAHNJ,INC-2,11,LNT,17111283,2,Active
KESCO,KESCO,CIRCLE I,ZAREEB CHOUKI,CHAMAN GAHNJ,INC-1,11,LNT,17090489,2,Active
KESCO,KESCO,CIRCLE I,ZAREEB CHOUKI,JAWAHAR NAGAR,INC-2,11,SECURE,WBE10281,1.67,Active
KESCO,KESCO,CIRCLE I,ZAREEB CHOUKI,JAWAHAR NAGAR,INC-1,11,SECURE,WBE10280,1.67,Active
KESCO,KESCO,CIRCLE I,ZAREEB CHOUKI,ZAREEB CHOUKI,INC-2,11,SECURE,XB455604,2,Active
KESCO,KESCO,CIRCLE I,ZAREEB CHOUKI,ZAREEB CHOUKI,INC-1,11,SECURE,X0051655,1,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,SHANI DEO MANDIR,INC-1,11,LNT,17076586,2,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,RBI,INC-2,11,SECURE,X2145609,0.12,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,RBI,INC-1,11,SECURE,X2145610,0.12,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,SARSIAYA GHAT,INC-2,11,SECURE,UPP51374,2,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,CHHAPER,INC-2,11,SECURE,XB455593,1,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,CHHAPER,INC-1,11,SECURE,X0449477,0.12,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,KHAS BAZAR,INC-2,11,SECURE,WBE09997,2,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,KHAS BAZAR,INC-1,11,SECURE,HRB47493,3,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,DAL MANDI,MEGA MALL,11,SECURE,X0362359,0.02,InActive
KESCO,KESCO,CIRCLE I,PHOOL BAGH,DAL MANDI,INC-2,11,SECURE,X0051645,1,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,DAL MANDI,INC-1,11,SECURE,X0051646,1,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,GHANTA GHAR,INC-1,11,LNT,17076596,2,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,JHADI BABA,INC-1,11,SECURE,WBE10064,2,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,SARSIAYA GHAT,INC-1,11,SECURE,UPP51340,2,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,PHOOL BAGH,INC-3,11,SECURE,X2145613,0.12,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,PHOOL BAGH,INC-2,11,LNT,17136657,2,Active
KESCO,KESCO,CIRCLE I,PHOOL BAGH,PHOOL BAGH,INC-1,11,LNT,17136600,2,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,BARA SIROHI,INC-2,11,SECURE,XC479241,0.06,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,BARA SIROHI,INC-1,11,SECURE,XC479245,0.12,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,AMBEDKARPURAM,INC-2,11,SECURE,X0271176,2,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,AMBEDKARPURAM,INC-1,11,SECURE,X0271225,2,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,MAHABALIPURAM,INC-1,11,SECURE,X0362160,0.16,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,NANKARI,INC-1,11,SECURE,WBE09998,2,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,KESHAVPURAM,INC-3,11,SECURE,XC461180,1,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,KESHAVPURAM,INC-2,11,SECURE,X0271243,2,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,KESHAVPURAM,INC-1,11,SECURE,X0271195,2,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,KALYANPUR,INC-3,11,SECURE,XB455606,2,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,KALYANPUR,INC-2,11,SECURE,XB455602,2,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,KALYANPUR,INC-1,11,SECURE,X0051650,1,Active
KESCO,KESCO,CIRCLE IV,KALYANPUR,IIPR,INC-1,11,SECURE,X0692006,0.08,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,ZOO,INC-1,11,SECURE,WBE10054,1,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,CSA,INC-1,11,LNT,17136633,2,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,COMPANY BAGH,INC-1,11,SECURE,XB454610,1,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,BENAJHABER,INC-2,11,SECURE,WBE09999,2,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,BENAJHABER,INC-1,11,SECURE,WBU03800,3,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,B.S.PARK,INC-3,11,SECURE,X0051654,1,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,B.S.PARK,INC-2,11,LNT,17076590,2,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,B.S.PARK,INC-1,11,SECURE,XB455612,2,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,GANGA BAIRAJ,INC-2,11,SECURE,UPB94008,0.06,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,GANGA BAIRAJ,INC-1,11,SECURE,UPB94036,0.12,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,BHAIRO GHAT,INC-2,11,SECURE,WBE10169,2,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,BHAIRO GHAT,INC-3,11,SECURE,WBBC1681,3,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,BHAIRO GHAT,INC-1,11,SECURE,WBBC2254,2,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,HALLET MEDICAL COLLEGE,INC-2,11,SECURE,X0057466,0.06,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,HALLET MEDICAL COLLEGE,INC-1,11,SECURE,X0362185,0.08,Active
KESCO,KESCO,CIRCLE I,NAWABGANJ,RPH NEW,INC-1,11,SECURE,XB455609,2,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,GIC,INC-2,11,LNT,17087316,2,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,GIC,INC-1,11,LNT,14069861,1,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,MALL ROAD,INC-2,11,SECURE,XB455614,2,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,MALL ROAD,INC-1,11,SECURE,XB455611,2,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,MUIR MILL,INC-3,11,SECURE,WBBC2248,2,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,MUIR MILL,INC-2,11,SECURE,XB455590,1,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,MUIR MILL,INC-1,11,SECURE,XB455598,1,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,CYCLE MARKET,INC-2,11,SECURE,WBE13457,2.5,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,CYCLE MARKET,INC-1,11,SECURE,WBE10058,1.67,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,RPH OLD GWAL TOLI,INC-3,11,SECURE,XB455589,2,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,RPH OLD GWAL TOLI,INC-2,11,SECURE,X0051648,1,Active
KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,RPH OLD GWAL TOLI,INC-1,11,SECURE,XB455585,2,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,PACHPEDWA_355133,INC-1,11,SECURE,NA,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,GAURA(NAUBATAMUNDILA)_355133,INC-1,11,SECURE,X1379255,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,SUB-STATION REHRA_355133,INC-2,11,"L&T,DLMS",10024818,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,SUB-STATION REHRA_355133,INC-1,11,"L&T,DLMS",14069177,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,PACHPEDWA IPDS_355133,INC-1,11,SECURE/DLMS,X0549085,60,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,UTTRAULA IPDS_355133,INC-1,11,SECURE/DLMS,X0549098,60,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,TULSIPUR IPDS_355133,INC-1,11,SECURE/DLMS,X0885336,60,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,ACHALPUR CHAUDHARY_355133,INC-2,11,SECURE/DLMS,UMV89214,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,ACHALPUR CHAUDHARY_355133,INC-1,11,"L&T,DLMS",14007715,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,GAIDAS BUJURG_355133,INC-1,11,"L&T,DLMS",14007755,2,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,SHRIDUTTGANJ_355133,INC-1,11,SECURE/DLMS,X0894502,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,UTRAULA DEHAT_355133,INC-2,11,"L&T,DLMS",X2233068,120,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,UTRAULA DEHAT_355133,INC-1,11,SECURE/DLMS,X1378527,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,UTRAULA TAHSIL_355133,INC-1,11,SECURE,UMV89245,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,PARSA PALAIDEEH_355133,INC-1,11,SECURE/DLMS,XB405848,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,REHRA,INC-2,11,,,,InActive
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,REHRA,INC-1,11,,,,InActive
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,HARRAYA SATGHARWA_355133,INC-1,11,SECURE/DLMS,UMV89215,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,TULSIPUR DEHAT_355133,INC-2,11,SECURE/DLMS,XC479384,2,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,TULSIPUR DEHAT_355133,INC-1,11,SECURE/DLMS,X1677849,1,Active
MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD TULSIPUR,TULSIPUR TAHSIL_355133,INC-1,11,"L&T,DLMS",X2233034,60,Active
MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,DHANUHI_354923,INC-1,11,SECURE,XF468685,1,Active
MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,TEJWAPUR_354923,INC-1,11,SECURE,X1071077,60,Active
MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,JARWAL ROAD_354923,INC-1,11,SECURE,XG439620,60,Active
MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,VISHESHWARGANJ_354923,INC-2,11,L&T,12040129,2,Active
MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,VISHESHWARGANJ_354923,INC-1,11,SECURE,X0549092,60,Active
MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,RANJEETPUR_354923,INC-2,11,SECURE,XD487496,60,Active
MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,RANJEETPUR_354923,INC-1,11,SECURE,X0382786,120,Active
MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,PAYAGPUR_354923,INC-2,11,L&T,X0382787,2,Active
