discomName,zoneName,circleName,divisionName,substationName,feederName,feederVoltage,meterMake,meterSLNo,overAllMF,status
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,ENGINEERING COLLEGE_30141,INC-3,11,SECURE,UMV88609,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,ENGINEERING COLLEGE_30141,INC-2,11,SECURE,UMV88608,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,ENGINEERING COLLEGE_30141,INC-1,11,SECURE,UMV88607,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,JANKIPURAM SEC-6_30143,INC-3,11,SECURE,X16777848,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,JANKIPURAM SEC-6_30143,INC-2,11,SECURE,UMV88988,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,JANKIPURAM SEC-6_30143,INC-1,11,SECURE,UMV88007,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,BAKSHI KA TALAB,GPRA_30145,INC-2,11,SECURE,UMV89117,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,BAKSHI KA TALAB,GPRA_30145,INC-1,11,SECURE,UMV89119,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,BAKSHI KA TALAB,ITAUNJA_34230,INC-2,11,SECURE,UMV87674,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,BAKSHI KA TALAB,ITAUNJA_34230,INC-1,11,SECURE,UMV87985,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,BAKSHI KA TALAB,SADHAMAU B K T SS_30033,INC-2,11,HPL,532249,0.12,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,BAKSHI KA TALAB,SADHAMAU B K T SS_30033,INC-1,11,SECURE,X0393112,0.12,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,KABEER NAGAR_32016,INC-2,11,SECURE,X1358407,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,KABEER NAGAR_32016,INC-1,11,SECURE,X1358405,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,BASANTKUNJ DUBAGGA NEW_34067,INC-2,11,SECURE,X0381977,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,BASANTKUNJ DUBAGGA NEW_34067,INC-1,11,L & T,18042450,0.12,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,KHURRAM PUR_312642,INC-2,11,L & T,16042989,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,KHURRAM PUR_312642,INC-1,11,L & T,16043000,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,DR. SAKUNTLA MISHRA_34123,INC-2,11,L & T,Q0796480,120,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,DR. SAKUNTLA MISHRA_34123,INC-1,11,L & T,11098599,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,FCI_34122,INC-2,11,SECURE,X0381764,0.12,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,FCI_34122,INC-1,11,SECURE,X1291227,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,FATEHGUNJ_30156,INC-2,11,SECURE,XB405845,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,FATEHGUNJ_30156,INC-1,11,SECURE,XB405854,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,AMRAPALI DUBAGGA OLD_30155,INC-3,11,SECURE,X0894500,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,AMRAPALI DUBAGGA OLD_30155,INC-2,11,SECURE,UMV88004,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-II,AMRAPALI DUBAGGA OLD_30155,INC-1,11,SECURE,UMV88003,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,SHARDA NAGAR_32015,INC-2,11,SECURE,X2028626,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,SHARDA NAGAR_32015,INC-1,11,SECURE,X2028625,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,BANI_312641,INC-2,11,LT,16030540,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,BANI_312641,INC-1,11,LNT,16043008,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,UTHRETIA NEW_30135,INC-1,11,SECURE,UMV87666,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,UTHRETIA NEW_30135,INC-2,11,SECURE,UMV87677,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,NADARGANJ NEW_30151,INC-1,11,SECURE,UMV87707,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,NADARGANJ NEW_30151,INC-2,11,SECURE,UMV88595,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,BABA AMBEDKAR UNIVERSITY_30122,INC-2,11,SECURE,UMV87667,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,BABA AMBEDKAR UNIVERSITY_30122,INC-1,11,SECURE,UMV87668,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,GHEROO_30152,INC-3,11,SECURE,UMV87425,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,GHEROO_30152,INC-2,11,SECURE,UMV88597,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,GHEROO_30152,INC-1,11,SECURE,UMV87414,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,UTARETHIYA OLD_34152,INC-2,11,SECURE,UMV87441,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,UTARETHIYA OLD_34152,INC-1,11,SECURE,X1084954,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,NADARGANJ OLD_34164,INC-3,11,SECURE,UMV88787,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,NADARGANJ OLD_34164,INC-2,11,SECURE,UMV88796,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-I,NADARGANJ OLD_34164,INC-1,11,SECURE,UMV88788,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,AWADH VIHAR SEC-8_34206,INC-1,11,SECURE,UMV83420,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,AWADH VIHAR SEC-8_34206,INC-2,11,SECURE,UMV83258,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAWAN SECTOR-12_31048,INC-2,11,L&T,Q0796431,0.12,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAWAN SECTOR-12_31048,INC-1,11,L&T,Q0796429,0.12,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAVAN SECTOR 17_34149,INC-2,11,SECURE,Q0796451,0.06,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAVAN SECTOR 17_34149,INC-1,11,SECURE,UMV88700,3,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAWAN SECTOR-5D_34130,INC-2,11,SECURE,12503106,0.06,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAWAN SECTOR-5D_34130,INC-1,11,SECURE,12503109,0.06,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAVAN SECTOR 8_34148,INC-2,11,SECURE,Q0796452,0.12,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAVAN SECTOR 8_34148,INC-1,11,SECURE,15017694,0.002,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,AWADH VIHAR SECTOR-3_34151,INC-1,11,SECURE,16057706,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,AWADH VIHAR SECTOR-3_34151,INC-2,11,SECURE,15093876,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAVAN SECTOR 18_34159,INC-2,11,SECURE,UMV88838,1.5,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,VRINDAVAN SECTOR 18_34159,INC-1,11,SECURE,UMV88758,1.5,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,RATAN KHAND_34100,INC-2,11,SECURE,UMV87998,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,RATAN KHAND_34100,INC-1,11,SECURE,UMV87682,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,MANSAROVAR_30243,INC-2,11,SECURE,UMV88617,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,MANSAROVAR_30243,INC-1,11,SECURE,UMV88008,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,OMEX CITY_34146,INC-2,11,SECURE,UMV88643,1,InActive
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,OMEX CITY_34146,INC-1,11,SECURE,UMV88642,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,SECTOR 9B_34150,INC-2,11,SECURE,UMV88646,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,SECTOR 9B_34150,INC-1,11,SECURE,UMV88649,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,SECTOR 3_34138,INC-2,11,SECURE,UMV87987,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,SECTOR 3_34138,INC-1,11,SECURE,UMV87983,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,RAJNI KHAND_30117,INC-2,11,SECURE,UMV88790,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,RAJNI KHAND_30117,INC-1,11,SECURE,UMV88791,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,UPTRON,UPTRON_34121,INC-3,11,SECURE,UMV88635,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,UPTRON,UPTRON_34121,INC-2,11,SECURE,UMV88656,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,UPTRON,UPTRON_34121,INC-1,11,SECURE,UMV88640,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,UPTRON,NOORBADI_34185,INC-4,11,SECURE,UMV83346,60,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,UPTRON,NOORBADI_34185,INC-3,11,SECURE,UMV83274,60,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,UPTRON,NOORBADI_34185,INC-2,11,SECURE,UMV83272,60,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,UPTRON,NEW NOORBARI_34120,INC-2,11,SECURE,UMV87699,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,UPTRON,NEW NOORBARI_34120,INC-1,11,SECURE,UMV87679,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,RAJAJIPURAM,PAL TIRAHA RAJA JI PURAM_30123,INC-1,11,SECURE,UMV87999,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,RAJAJIPURAM,PAL TIRAHA RAJA JI PURAM_30123,INC-2,11,SECURE,UMV87419,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,RAJAJIPURAM,PAL TIRAHA RAJA JI PURAM_30123,INC-3,11,SECURE,UMV88599,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,RAJAJIPURAM,RDSO_30125,INC-2,11,SECUER,UMV87701,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,RAJAJIPURAM,RDSO_30125,INC-1,11,SECUER,UMV87700,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,RAJAJIPURAM,RAJAJI PURAM OLD_30124,INC-3,11,SECURE,UMV88989,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,RAJAJIPURAM,RAJAJI PURAM OLD_30124,INC-2,11,SECURE,UMV87423,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,RAJAJIPURAM,RAJAJI PURAM OLD_30124,INC-1,11,SECURE,UMV87690,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,SHAKTI CHAURAHA_34085,INC-2,11,SECURE,UMV89132,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,SHAKTI CHAURAHA_34085,INC-1,11,SECURE,UMV88616,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,BANGLA BAZAR_34128,INC-2,11,SECURE,UMV87982,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,BANGLA BAZAR_34128,INC-1,11,SECURE,UMV87981,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,AASHIYANA_30114,INC-3,11,SECURE,UMV87409,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,AASHIYANA_30114,INC-2,11,SECURE,UMV87439,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,AASHIYANA_30114,INC-1,11,SECURE,UMV87415,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,NEW ALAMBAGH_30116,INC-3,11,SECURE,SS17093308,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,NEW ALAMBAGH_30116,INC-2,11,SECURE,X0381336,0.16,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,NEW ALAMBAGH_30116,INC-1,11,SECURE,UMV83371,0.16,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,INDRALOK_30115,INC-2,11,SECURE,UMV87678,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,INDRALOK_30115,INC-1,11,SECURE,UMV87709,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,SAMPURNANANDA_34140,INC-1,11,SECURE,XF468686,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,NEW ALAMBAGH-2_34141,INC-2,11,SECURE,UPP42482,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,NEW ALAMBAGH-2_34141,INC-1,11,L&T,14007743,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,NEW ALAMBAGH-I,INC-2,11,SECURE,UPP42482,2,InActive
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,CHANDAN NAGAR_30119,INC-3,11,SECURE,X0080925,0.16,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,CHANDAN NAGAR_30119,INC-2,11,SECURE,X0381300,0.16,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,CHANDAN NAGAR_30119,INC-1,11,SECURE,UMV89035,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,NORTHREN RAILWAY POWER HOUSE_30121,INC-3,11,SECURE,X0233381,1,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,NORTHREN RAILWAY POWER HOUSE_30121,INC-2,11,SECURE,UMV87424,2,Active
MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,ALAMBAGH,NORTHREN RAILWAY POWER HOUSE_30121,INC-1,11,SECURE,UMV87443,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,AISHBAGH,TALKATORA_30132,INC-2,11,DLMS,X0080532,160,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,AISHBAGH,TALKATORA_30132,INC-1,11,DLMS,UMV87676,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,AISHBAGH,AISHBAGH_30131,INC-2,11,SECURE,UMV88013,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,AISHBAGH,AISHBAGH_30131,INC-1,11,SECURE,UMV88002,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,AISHBAGH,VAID STEEL_30134,INC-2,11,SECURE,UMV87711,2,Active
MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,AISHBAGH,VAID STEEL_30134,INC-1,11,SECURE,UMV87710,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,DAUD NAGAR_34224,INC-2,11,SECURE,X1291220,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,DAUD NAGAR_34224,INC-1,11,SECURE,X1291221,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,PRIYADARSHANI_34171,INC-2,11,SECURE,UMV88621,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,PRIYADARSHANI_34171,INC-1,11,SECURE,UMV87740,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,FAIZULLAGANJ_34172,INC-3,11,SECURE,X1677843,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,FAIZULLAGANJ_34172,INC-2,11,SECURE,TNP28345,0.12,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,FAIZULLAGANJ_34172,INC-1,11,SECURE,X0080814,0.12,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,GSI_34186,INC-2,11,SECURE,UMV87705,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,SITAPUR ROAD,GSI_34186,INC-1,11,SECURE,UMV87704,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,UNIVERSITY,EKKA STAND_30093,INC-1,11,SECURE,UMV89034,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,UNIVERSITY,BHIKAMPUR_30089,INC-2,11,SECURE,UMV87664,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,UNIVERSITY,BHIKAMPUR_30089,INC-1,11,SECURE,UMV87665,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,UNIVERSITY,LKO UNIVERSITY_30087,INC-2,11,SECURE,UMV87434,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,UNIVERSITY,LKO UNIVERSITY_30087,INC-1,11,SECURE,UMV88987,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,AMRI GAON_32017,INC-1,11,Pascal,X1291225,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,OMEGA_34066,INC-2,11,HPL,250916,0.12,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,OMEGA_34066,INC-1,11,SECURE,X0381727,0.08,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,LAULAI_30301,INC-2,11,SECURE,X2233095,0.12,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,LAULAI_30301,INC-1,11,SECURE,X2233031,0.12,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,VISTAR SEC-5_30049,INC-2,11,SECURE,UMV88638,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,VISTAR SEC-5_30049,INC-1,11,SECURE,UMV88641,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,UPSIDC_34058,INC-2,11,SECURE,SS17093296,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,UPSIDC_34058,INC-1,11,SECURE,SS17093314,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,KAMTA_30242,INC-3,11,SECURE,X1677831,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,KAMTA_30242,INC-2,11,SECURE,UMV89118,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,KAMTA_30242,INC-1,11,SECURE,UMV89121,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SECTOR-1 GOMTI NAGAR_30213,INC-2,11,SECURE,UMV87993,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SECTOR-1 GOMTI NAGAR_30213,INC-1,11,SECURE,UMV87995,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SECTOR-4 GOMTINAGAR Ext_30214,INC-2,11,SECURE,X0381726,0.08,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SECTOR-4 GOMTINAGAR Ext_30214,INC-1,11,SECURE,UMV88644,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SHIVPURI CHINHAT_30136,INC-5,11,SECURE,SS17093307,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SHIVPURI CHINHAT_30136,INC-4,11,SECURE,X0972132,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SHIVPURI CHINHAT_30136,INC-3,11,SECURE,UMV88612,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SHIVPURI CHINHAT_30136,INC-2,11,SECURE,UMV87437,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,SHIVPURI CHINHAT_30136,INC-1,11,SECURE,UMV88613,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,MAHILA POLYTECHNIC_34225,INC-2,11,SECURE,X1291223,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,MAHILA POLYTECHNIC_34225,INC-1,11,SECURE,X1291226,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,AMRAI GAON_34226,INC-2,11,SECURE,X1291224,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,AMRAI GAON_34226,INC-1,11,SECURE,X1291225,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,SUGAMAU_34167,IC-2,11,SECURE,X0381321,160,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,SUGAMAU_34167,INC-1,11,SECURE,UMV87669,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,SECTOT-14 NEW_30128,IC II,11,SECURE,UMV88596,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,SECTOT-14 NEW_30128,INC-1,11,SECURE,UMV88626,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,SECTOR-14 OLD_30129,INC-4,11,SECURE,XF468678,1,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,SECTOR-14 OLD_30129,INC-3,11,SECURE,UMV88000,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,SECTOR-14 OLD_30129,INC-2,11,SECURE,UMV88598,2,Active
MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,SECTOR-14 OLD_30129,INC-1,11,SECURE,UMV87996,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,DALIGANJ,GOYEL CHAURAHA_34176,INC-2,11,SECURE,532294,0.12,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,DALIGANJ,GOYEL CHAURAHA_34176,INC-1,11,SECURE,78933006,0.12,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,DALIGANJ,AHIBARANPUR_34175,INC-4,11,SECURE,X0080485,0.12,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,DALIGANJ,AHIBARANPUR_34175,INC-3,11,SECURE,UPP47005,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,DALIGANJ,AHIBARANPUR_34175,INC-2,11,SECURE,UMV89131,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,DALIGANJ,AHIBARANPUR_34175,INC-1,11,SECURE,UMV87436,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,DALIGANJ,PURANIA_30092,INC-2,11,SECURE,UMV88652,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,DALIGANJ,PURANIA_30092,INC-1,11,SECURE,UMV88655,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,JANKIPURAM SECTOR-I_34157,INC-2,11,SECURE,UMV89133,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,JANKIPURAM SECTOR-I_34157,INC-1,11,SECURE,UMV88615,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,VIKAS NAGAR_30144,INC-5,11,SECURE,X1379258,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,VIKAS NAGAR_30144,INC-4,11,SECURE,X1965449,1,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,VIKAS NAGAR_30144,INCOMING- III,11,SECURE,UMV88625,2,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,VIKAS NAGAR_30144,INC-2,11,SECURE,X0392978,0.12,Active
MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,VIKAS NAGAR_30144,INC-1,11,SECURE,UMV88605,2,Active
