S.No.,Zone,Circle,Division,Substation,FeederBay,Energy Meter Serial No.,InterfaceType,Month,Year,Import Energy(Transmission),Export Energy(Transmission),Name of Distribution S/S and/or 33kv and above Consumer feeder,Receipt Energy for Month,Name of Distribution Division,Name of Distribution Discom
179,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Ganjdundwara Feeder,4937762,T-D,June,2024,0,0,GANJDUNDWARA_20124,6908.6,EDD KASGANJ RURAL,DAKSHINANCHAL
180,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Sahawar Feeder,9577534,T-D,June,2024,0,1552.8,SAHAWAR TOWN_22670,1552.8,EDD KASGANJ RURAL,DAKSHINANCHAL
181,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Sidhpura/Sikhera,UPTCL9577533,T-D,June,2024,0,5215.2,SIDHPURA_22718,3655,EDD KASGANJ RURAL,DAKSHINANCHAL
,,,,,,,,,,,,SIKEHRA_24864,1560.2,EDD KASGANJ RURAL,DAKSHINANCHAL
183,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Patiyali Feeder,9577551,T-D,June,2024,0,2976,PATIYALI_22598,1070,EDD KASGANJ RURAL,DAKSHINANCHAL
184,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Sujawalpur Feeder,9577851,T-D,June,2024,0,1916.4,SUJAWALPUR_20203,1916.4,EDD KASGANJ RURAL,DAKSHINANCHAL
185,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Sikhera Feeder,4937741,T-D,June,2024,0,0,,,,
186,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Amapur Feeder,UPP 26516,T-D,June,2024,0,2938.2,AMANPUR_22035,3470.8,EDD KASGANJ RURAL,DAKSHINANCHAL
,,,,,,,,,,,,SAHAWAR--RURAL_24815,2938.22,EDD KASGANJ RURAL,DAKSHINANCHAL
188,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Daryaoganj Feeder,4937748,T-D,June,2024,0,3262.22,BHARGAIN (DARIYAWGANJ )_23006,3262.2,EDD KASGANJ RURAL,DAKSHINANCHAL
189,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Bus Coupler,UP4937440,T-D,June,2024,0,0,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
197,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,33KV Ganjdundwara,X1174223,T-D,June,2024,0,6908.6,,,,
198,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,10MVA T/F,UPE41434,T-D,June,2024,0,2389.3,BHITONA (10 MVA )_20127,2389.3,EDD KASGANJ,DAKSHINANCHAL
199,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV DIST COURT,XD508905,T-D,June,2024,0,27.25,,,,
200,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV SORON MELA,XD508906,T-D,June,2024,0,1955.8,SORON MELAGROUND_22744,1955.8,EDD KASGANJ RURAL,DAKSHINANCHAL
201,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33 kV TAYAL ISPAT,UPP59144,T-D,June,2024,0,117.6,,,,
202,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV BILRAM,XG485959,T-D,June,2024,0,4170.5,SUBSTATION BILRAM_22158,2502.5,EDD KASGANJ,DAKSHINANCHAL
,,,,,,,,,,,,NAGLA PEEPAL_24697,1668,EDD KASGANJ,DAKSHINANCHAL
204,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33 kV STERLING AGRO,9577747,T-D,June,2024,0,548.1,,,,
205,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV NAGARIYA,KAB04513,T-D,June,2024,0,0,,,,
206,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV PRABHU PARK,X1944138,T-D,June,2024,0,3885.5,PRABHU PARK_20125,3885.5,EDD KASGANJ,DAKSHINANCHAL
207,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV NAMENI,XG485958,T-D,June,2024,0,2108.5,NAMAINI_24703,2108.5,EDD KASGANJ,DAKSHINANCHAL
208,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV BILRAM GATE TOWN,KAB04516,T-D,June,2024,0,2231.7,,,,
209,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV KASGANJ TOWN,KAB04512,T-D,June,2024,0,0,KASGANJ NAGAR_24264,2231.7,EDD KASGANJ,DAKSHINANCHAL
210,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,8MVA T/F,UPE41435,T-D,June,2024,0,2921.76,BHITONA (8 MVA )_20127,2921.8,EDD KASGANJ,DAKSHINANCHAL
211,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33KV KASGANJ RURAL,XD508907,T-D,June,2024,0,5338.6,BHITONA NO. 09_20126,5338.6,EDD KASGANJ,DAKSHINANCHAL
212,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33 kV Collectrate,UPE 41444,T-D,June,2024,0,1842.12,,,,
213,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33 kV Soro Feeder,XG 485957,T-D,June,2024,0,0,,,,
214,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),KFCL-I,UPP69602,T-D,June,2024,0,23882.11,,,,
215,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),KFCL-II,UPP69604,T-D,June,2024,0,19735.1,,,,
216,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),ARMAPUR-I,UP-4197A,T-D,June,2024,1.3,4332.72,,,,
217,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),ARMAPUR-II,UP-4202A,T-D,June,2024,4.85,47999.38,,,,
218,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-1,UP070473,T-D,June,2024,0,2576.28,FAZAL GANJ,7446.84,GUMTI,KESCO
219,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-2,UPP26084,T-D,June,2024,0,2591.16,GIRDHAR COLD STORAGE,1571.16,GUMTI,KESCO
220,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-3,UP070474,T-D,June,2024,0,2780.28,NANKARI,2698.5,KALYANPUR,KESCO
,,,,,,,,,,,,BARA SIROHI,5181,KALYANPUR,KESCO
222,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-4,UPP26081,T-D,June,2024,0,4870.56,FAZAL GANJ,7446.84,GUMTI,KESCO
,,,,,,,,,,,,GIRDHAR COLD STORAGE,1571.16,GUMTI,KESCO
224,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-5,UPP26082,T-D,June,2024,0,2459.28,KALYANPUR,6106.16,KALYANPUR,KESCO
225,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-6,UP070476,T-D,June,2024,0,3999.6,RATANPUR,4700.6,RATANPUR,KESCO
226,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-7,UPP26080,T-D,June,2024,0,1407.6,B BLOCK PANKI,7060.7,RATANPUR,KESCO
227,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-8,UP070477,T-D,June,2024,0,135.12,,,,
228,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-9,UP070469,T-D,June,2024,0,6240.96,KALPI ROAD,1020,GUMTI,KESCO
,,,,,,,,,,,,DARSHANPURWA,6240.96,GUMTI,KESCO
230,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-10,UP070468,T-D,June,2024,0,5600.4,CHAUBEPUR ASIDE_24429,5207.37,EDD II CHAUBEYPUR,DAKSHINANCHAL
231,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-11,UPP26083,T-D,June,2024,0,5417.52,SHASTRI NAGAR,6552.4,RATANPUR,KESCO
232,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),RPH-I,UP070475,T-D,June,2024,0,1544.88,SHASTRI NAGAR,6552.4,RATANPUR,KESCO
,,,,,,,,,,,,NAMAK FACTORY,7732.5,SARVODAYA NAGAR,KESCO
234,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),RPH-II,UPP26085,T-D,June,2024,0,3972.84,GANGA BAIRAJ,2943.39,NAWABGANJ,KESCO
,,,,,,,,,,,,ZOO,775.2,NAWABGANJ,KESCO
,,,,,,,,,,,,IIPR,200,KALYANPUR,KESCO
237,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),NAVEEN NANAR,UP 070471,T-D,June,2024,0,5328.24,NAVEEN NAGAR,5328.24,SARVODAYA NAGAR,KESCO
,,,,,,,,,,,,RTO,5792.98,SARVODAYA NAGAR,KESCO
239,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),HARIOM IND.,Q0506017,T-D,June,2024,0,0,,,,
,,,,,,,,,,,,,,,
241,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),IIT,UP 070470,T-D,June,2024,0,0,,,,
,,,,,,,,,,,,,,,
243,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),BILHAUR,UP 1157A,T-D,June,2024,0,3360.84,CHAUBEPUR_24428,3360.84,EDD II CHAUBEYPUR,DAKSHINANCHAL
244,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),PSIT,UPP26091,T-D,June,2024,0,0,,,,
245,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),RANIA.,UP 1058 A,T-D,June,2024,0,8388.24,SACHENDI_24808,7818.74,EDD I KANPUR,DAKSHINANCHAL
246,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),ISPATNAGAR,KAB04562,T-D,June,2024,0,25,,,,
247,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),KESHAV PURAM-I,KAB 04569,T-D,June,2024,0,0,KESHAVPURAM,8579,KALYANPUR,KESCO
,,,,,,,,,,,,MAHABALIPURAM,2623.8,KALYANPUR,KESCO
,,,,,,,,,,,,AMBEDKARPURAM,3418.56,KALYANPUR,KESCO
,,,,,,,,,,,,KESHAVPURAM,8579,KALYANPUR,KESCO
,,,,,,,,,,,,MAHABALIPURAM,2623.8,KALYANPUR,KESCO
,,,,,,,,,,,,AMBEDKARPURAM,3418.56,KALYANPUR,KESCO
253,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),KESHAV PURAM-II,KAB 04562,T-D,June,2024,0,8432.8,IIPR,200,KALYANPUR,KESCO
,,,,,,,,,,,,KESHAVPURAM,8579,KALYANPUR,KESCO
,,,,,,,,,,,,MAHABALIPURAM,2623.8,KALYANPUR,KESCO
,,,,,,,,,,,,AMBEDKARPURAM,3418.56,KALYANPUR,KESCO
257,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV NOUHATI,X1484864,T-D,June,2024,0,472,NOHTI_24728,472,EDD I ALIGARH,DAKSHINANCHAL
258,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV TRANS. BUS COUPLER,4937812,T-D,June,2024,0,8,,,,
259,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV TEHSIL HEAD QUARTER,4977782,T-D,June,2024,0,1020,TEHSEEL_24896,1020,EDD III HATHRAS,DAKSHINANCHAL
260,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV SASNI -1,X1215185,T-D,June,2024,0,5676,SASNI_22699,5327,EDD III HATHRAS,DAKSHINANCHAL
,,,,,,,,,,,,SASNI-II (CHOUNDA)_24845,1628,EDD III HATHRAS,DAKSHINANCHAL
262,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV KOMRI,X1196570,T-D,June,2024,0,4200,BIRRA_24401,1336,EDD III HATHRAS,DAKSHINANCHAL
263,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV BILKHORA,X1215225,T-D,June,2024,0,2718,MADRAK_24636,2064,EDD I ALIGARH,DAKSHINANCHAL
,,,,,,,,,,,,BILKHORA_24398,654,EDD III HATHRAS,DAKSHINANCHAL
265,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33KV BALAJI,9577867,T-D,June,2024,0,0,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
268,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV SASNI -2,X1196553,T-D,June,2024,0,2854,BASAI BASGOI_24359,1036,EDD III HATHRAS,DAKSHINANCHAL
269,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder Managarhi,XC477508,T-D,June,2024,0,2874,MANAGARI_24651,2876,EDD MATH,DAKSHINANCHAL
270,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder Sakatpur,XC477504,T-D,June,2024,0,1272,SAKATPUR_24824,1272,EDD MATH,DAKSHINANCHAL
271,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder Naujheel Line,XC477505,T-D,June,2024,0,0,NAUJHEEL_24712,5394,EDD MATH,DAKSHINANCHAL
272,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder Naujheel Link Line,XC447503,T-D,June,2024,0,5394,,,,
273,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Pachehra,XC477499,T-D,June,2024,0,1124,BAJNA_22083,2461,EDD MATH,DAKSHINANCHAL
274,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder TBC,XC477506,T-D,June,2024,0,0,,,,
275,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Bajna,XC477502,T-D,June,2024,0,0,,,,
276,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,40MVA T/F -1st,UP0128A,T-D,June,2024,0,10484.88,,,,
277,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,40 MVA T/F-2nd,UP1651A,T-D,June,2024,0,11231.52,,,,
278,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV SUJIPURA,X1484935,T-D,June,2024,0,2042.4,SUJIPURA_24881,2540,EDD II ETAWAH,DAKSHINANCHAL
279,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV EKDIL,X1484849,T-D,June,2024,0,0,,,,
280,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV NIBARIKALA,X1484936,T-D,June,2024,0,2605.2,NIWARI KALA_24725,1305,EDD II ETAWAH,DAKSHINANCHAL
281,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV MAHEWA,X1484850,T-D,June,2024,0,3034.4,MAHEWA_24640,2504,EDD II ETAWAH,DAKSHINANCHAL
282,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV SAHAMO,X1484846,T-D,June,2024,0,813.2,SAMHO (KATHMAU)_24827,813,EDD II ETAWAH,DAKSHINANCHAL
283,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV JACK BUS,X1484853,T-D,June,2024,0,498.4,,,,
284,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV BHARTHANA,X1484844,T-D,June,2024,0,5487.2,BHARTHANA_20106,5487,EDD II ETAWAH,DAKSHINANCHAL
285,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV GAURAPURA,X1484862,T-D,June,2024,0,3393.6,CHITBHAWAN (GAURAPURA)_24440,3393,EDD II ETAWAH,DAKSHINANCHAL
286,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV KUSHNA,UPP40488,T-D,June,2024,0,1167.2,KUSNA TURIYA_24618,1167,EDD II ETAWAH,DAKSHINANCHAL
287,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV BHAISAI,UPP40487,T-D,June,2024,0,2589.8,BHAISAI_24381,2589,EDD II ETAWAH,DAKSHINANCHAL
288,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,132 KV DFCC ITGAON CKT-II,UPGE4123A,T-D,June,2024,78.62,2030.93,,,,
289,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,63 MVA T/F-I,UPP40215,T-D,June,2024,0,13681.8,,,,
290,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,63 MVA T/F-II,UPP40214,T-D,June,2024,0,15601.2,,,,
291,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER HAWAI PATTI,Y0197636,T-D,June,2024,0,912.4,SAHSAR_24817,912,EDD III SAIFAI,DAKSHINANCHAL
292,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER TARAN TAL,Y0197558,T-D,June,2024,0,0,,,,
293,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER PARASNA,MSP46323,T-D,June,2024,0,1729.2,PARSANA_24760,1729,EDD III SAIFAI,DAKSHINANCHAL
294,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER TRAUMA,MSP46316,T-D,June,2024,0,638.9,,,,
295,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER HEORA,MSP46318,T-D,June,2024,0,2381.4,HEORA_24515,2381,EDD III SAIFAI,DAKSHINANCHAL
296,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER RIMS,MSP46312,T-D,June,2024,0,1203.2,,,,
297,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-III,MSP46313,T-D,June,2024,0,1436.8,SAIFAI 3_24821,1347,EDD III SAIFAI,DAKSHINANCHAL
298,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-II,MSP46321,T-D,June,2024,0,1649,SAIFAI 2_24820,1792,EDD III SAIFAI,DAKSHINANCHAL
299,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-I,MSP46314,T-D,June,2024,0,1880.2,SAIFAI 1_24819,1880,EDD III SAIFAI,DAKSHINANCHAL
300,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER FATEHPURA,MSP46322,T-D,June,2024,0,0,FATEHPURA_24473,1676,EDD III SAIFAI,DAKSHINANCHAL
301,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER DEHULI BERNAHAL,MSP46320,T-D,June,2024,0,5818.8,ASROHI_251723,1288,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,BARNAHAL_251723,4530.6,EDD III MAINPURI,DAKSHINANCHAL
303,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER KARHAL,MSP46315,T-D,June,2024,0,0,KARHAL_251723,4682.4,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,KARHAL_251723,4682.4,EDD III MAINPURI,DAKSHINANCHAL
305,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SIMRAU,7252886,T-D,June,2024,0,5228.4,ANDANI_251723,1015,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,SIMRAU_251723,3085.4,EDD III MAINPURI,DAKSHINANCHAL
307,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV BUS COUPLER,MSP46319,T-D,June,2024,0,0,,,,
308,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER TAKHRAU,Y0197642,T-D,June,2024,0,1629.8,BHUJIYA_251723,1128,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,TAKHRAU_251723,875,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,KURRA_251723,754.8,EDD III MAINPURI,DAKSHINANCHAL
311,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,132 KV DFCC ITGAON CIRCUIT-I,UPGE4121A,T-D,June,2024,47.42,2354.06,,,,
312,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV LAKHNA FEEDER,XB6580791,T-D,June,2024,0,2454.6,,,,
313,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV CHAKARNAGAR FEEDER,XB6580787,T-D,June,2024,0,1962.4,CHAKERNAGAR_24414,1962,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BHAREH_24382,1962,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,CHAKERNAGAR TEHSEEL_24415,1962,EDD II ETAWAH,DAKSHINANCHAL
316,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BUS COUPLER FEEDER,XB6580793,T-D,June,2024,0,79.8,,,,
317,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV HANUMANTPUR FEEDER,XB6569506,T-D,June,2024,0,1564.8,SAHSON HANUMANTPURA_24818,1565,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BITHOLI KARIAWALI_24405,1565,EDD II ETAWAH,DAKSHINANCHAL
319,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV DHAKATAL FEEDER,XB6580779,T-D,June,2024,0,689.2,DHAKATAL_24453,689,EDD II ETAWAH,DAKSHINANCHAL
320,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BAKEWR-I FEEDER,XB6580786,T-D,June,2024,0,6697,EKDIL_22232,6697,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,MANIKPUR MOHAN_24655,6697,EDD II ETAWAH,DAKSHINANCHAL
322,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BAKEWAR-II FEEDER,XB6580790,T-D,June,2024,0,4853,BAKEWAR_24336,4853,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,LAKHANA_24625,2455,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BAKEBER 2_22087,4853,EDD II ETAWAH,DAKSHINANCHAL
325,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,"33KV BAHADURPUR, FEEDER",XB569508,T-D,June,2024,0,1073.8,BAHADUPUR DHAR_24332,1154,EDD II ETAWAH,DAKSHINANCHAL
326,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,40MVAT/F 1st,UP-6695A,T-D,June,2024,0,9953.57,,,,
327,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,40MVA T/F-2nd,UP-6696A,T-D,June,2024,0,9462.72,,,,
328,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV BUS COUPLER BAY,SIEM0466,T-D,June,2024,0,0,,,,
329,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV JASWANTNAGAR RURAL,SIEM0462,T-D,June,2024,0,6265.6,JASWANT NAGAR_22345,1648,EDD III SAIFAI,DAKSHINANCHAL
330,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV JASWANTNAGAR(HV-I),SIEM0470,T-D,June,2024,0,6370.8,JASWANT NAGAR_22345,6370,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,JUGAURA_24557,824,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,BALRAI_24338,2967,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,SIRSA BIBAMAU_24870,826,EDD III SAIFAI,DAKSHINANCHAL
334,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV RAINAGAR,SIEM0464,T-D,June,2024,0,1061.2,RAINAGAR_24787,1061,EDD III SAIFAI,DAKSHINANCHAL
335,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV SHAHJAHANPUR,SIEM0463,T-D,June,2024,0,3352,SHAHJHANPUR_24853,1676,EDD III SAIFAI,DAKSHINANCHAL
336,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV MAHOLA,SIEM0461,T-D,June,2024,0,2007.2,MAHOLA_24643,2006,EDD III SAIFAI,DAKSHINANCHAL
337,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,40 MVA TRANSFORMER IInd BAY,UPP40104,T-D,June,2024,0,0,,,,
